O*NET-SOC Code,Title,Element Name,Skill_Importance,Skill_Level,Skill_Type,Hot_Technology,In_Demand,Workplace_Example
31-1131.00,Nursing Assistants,Mathematics,2.12,1.88,Essential,,,
31-1131.00,Nursing Assistants,Monitoring,3.25,3.0,Essential,,,
31-1131.00,Nursing Assistants,Reading Comprehension,3.12,3.0,Essential,,,
31-1131.00,Nursing Assistants,Science,1.75,0.88,Essential,,,
31-1131.00,Nursing Assistants,Speaking,3.12,3.0,Essential,,,
31-1131.00,Nursing Assistants,Writing,2.75,2.75,Essential,,,
31-1132.00,Orderlies,Active Learning,2.12,1.88,Essential,,,
31-1132.00,Orderlies,Active Listening,3.12,2.5,Essential,,,
31-1132.00,Orderlies,Critical Thinking,2.75,2.12,Essential,,,
31-1132.00,Orderlies,Learning Strategies,2.12,2.0,Essential,,,
31-1132.00,Orderlies,Mathematics,1.75,0.88,Essential,,,
31-1132.00,Orderlies,Monitoring,2.62,2.0,Essential,,,
31-1132.00,Orderlies,Reading Comprehension,2.5,2.0,Essential,,,
31-1132.00,Orderlies,Science,1.25,0.25,Essential,,,
31-1132.00,Orderlies,Speaking,3.0,2.12,Essential,,,
31-1132.00,Orderlies,Writing,2.62,2.25,Essential,,,
31-1133.00,Psychiatric Aides,Active Learning,3.25,3.0,Essential,,,
31-1133.00,Psychiatric Aides,Active Listening,3.75,3.12,Essential,,,
31-1133.00,Psychiatric Aides,Critical Thinking,3.38,3.38,Essential,,,
31-1133.00,Psychiatric Aides,Learning Strategies,2.88,3.12,Essential,,,
31-1133.00,Psychiatric Aides,Mathematics,2.12,1.88,Essential,,,
31-1133.00,Psychiatric Aides,Monitoring,3.75,3.75,Essential,,,
31-1133.00,Psychiatric Aides,Reading Comprehension,3.12,3.25,Essential,,,
31-1133.00,Psychiatric Aides,Science,1.75,0.75,Essential,,,
31-1133.00,Psychiatric Aides,Speaking,3.88,3.0,Essential,,,
31-1133.00,Psychiatric Aides,Writing,3.12,3.0,Essential,,,
31-2011.00,Occupational Therapy Assistants,Active Learning,3.25,3.25,Essential,,,
31-2011.00,Occupational Therapy Assistants,Active Listening,3.88,3.88,Essential,,,
31-2011.00,Occupational Therapy Assistants,Critical Thinking,3.38,3.38,Essential,,,
31-2011.00,Occupational Therapy Assistants,Learning Strategies,3.25,3.25,Essential,,,
31-2011.00,Occupational Therapy Assistants,Mathematics,2.12,2.12,Essential,,,
31-2011.00,Occupational Therapy Assistants,Monitoring,3.38,3.12,Essential,,,
31-2011.00,Occupational Therapy Assistants,Reading Comprehension,3.62,3.88,Essential,,,
31-2011.00,Occupational Therapy Assistants,Science,1.88,1.25,Essential,,,
31-2011.00,Occupational Therapy Assistants,Speaking,3.88,3.5,Essential,,,
31-2011.00,Occupational Therapy Assistants,Writing,3.25,3.38,Essential,,,
31-2012.00,Occupational Therapy Aides,Active Learning,3.0,3.0,Essential,,,
31-2012.00,Occupational Therapy Aides,Active Listening,3.5,3.62,Essential,,,
31-2012.00,Occupational Therapy Aides,Critical Thinking,3.25,3.38,Essential,,,
31-2012.00,Occupational Therapy Aides,Learning Strategies,3.0,3.0,Essential,,,
31-2012.00,Occupational Therapy Aides,Mathematics,2.0,1.75,Essential,,,
31-2012.00,Occupational Therapy Aides,Monitoring,3.25,3.12,Essential,,,
31-2012.00,Occupational Therapy Aides,Reading Comprehension,3.12,3.38,Essential,,,
31-2012.00,Occupational Therapy Aides,Science,1.62,0.75,Essential,,,
31-2012.00,Occupational Therapy Aides,Speaking,3.62,3.5,Essential,,,
31-2012.00,Occupational Therapy Aides,Writing,3.12,3.0,Essential,,,
31-2021.00,Physical Therapist Assistants,Active Learning,3.25,3.12,Essential,,,
31-2021.00,Physical Therapist Assistants,Active Listening,4.0,4.0,Essential,,,
31-2021.00,Physical Therapist Assistants,Critical Thinking,3.25,3.88,Essential,,,
31-2021.00,Physical Therapist Assistants,Learning Strategies,2.88,3.12,Essential,,,
31-2021.00,Physical Therapist Assistants,Mathematics,2.25,2.0,Essential,,,
31-2021.00,Physical Therapist Assistants,Monitoring,3.75,3.88,Essential,,,
31-2021.00,Physical Therapist Assistants,Reading Comprehension,3.25,3.88,Essential,,,
31-2021.00,Physical Therapist Assistants,Science,2.38,2.12,Essential,,,
31-2021.00,Physical Therapist Assistants,Speaking,3.75,3.88,Essential,,,
31-2021.00,Physical Therapist Assistants,Writing,3.25,3.12,Essential,,,
31-2022.00,Physical Therapist Aides,Active Learning,3.0,3.0,Essential,,,
31-2022.00,Physical Therapist Aides,Active Listening,3.62,3.0,Essential,,,
31-2022.00,Physical Therapist Aides,Critical Thinking,3.0,3.12,Essential,,,
31-2022.00,Physical Therapist Aides,Learning Strategies,2.62,2.88,Essential,,,
31-2022.00,Physical Therapist Aides,Mathematics,2.0,1.88,Essential,,,
31-2022.00,Physical Therapist Aides,Monitoring,3.25,3.12,Essential,,,
31-2022.00,Physical Therapist Aides,Reading Comprehension,3.12,3.0,Essential,,,
31-2022.00,Physical Therapist Aides,Science,1.88,1.38,Essential,,,
31-2022.00,Physical Therapist Aides,Speaking,3.0,3.0,Essential,,,
31-2022.00,Physical Therapist Aides,Writing,3.0,3.0,Essential,,,
31-9011.00,Massage Therapists,Active Learning,2.75,2.88,Essential,,,
31-9011.00,Massage Therapists,Active Listening,3.62,3.12,Essential,,,
31-9011.00,Massage Therapists,Critical Thinking,3.0,3.12,Essential,,,
31-9011.00,Massage Therapists,Learning Strategies,2.38,2.38,Essential,,,
31-9011.00,Massage Therapists,Mathematics,1.75,1.38,Essential,,,
31-9011.00,Massage Therapists,Monitoring,2.88,2.88,Essential,,,
31-9011.00,Massage Therapists,Reading Comprehension,3.0,3.12,Essential,,,
31-9011.00,Massage Therapists,Science,1.5,0.75,Essential,,,
31-9011.00,Massage Therapists,Speaking,3.5,3.38,Essential,,,
31-9011.00,Massage Therapists,Writing,2.75,2.75,Essential,,,
31-9091.00,Dental Assistants,Active Learning,3.12,3.12,Essential,,,
31-9091.00,Dental Assistants,Active Listening,3.88,3.38,Essential,,,
31-9091.00,Dental Assistants,Critical Thinking,3.0,3.12,Essential,,,
31-9091.00,Dental Assistants,Learning Strategies,2.5,2.5,Essential,,,
31-9091.00,Dental Assistants,Mathematics,2.12,2.0,Essential,,,
31-9091.00,Dental Assistants,Monitoring,3.12,3.0,Essential,,,
31-9091.00,Dental Assistants,Reading Comprehension,3.25,3.25,Essential,,,
31-9091.00,Dental Assistants,Science,2.0,1.75,Essential,,,
31-9091.00,Dental Assistants,Speaking,3.38,3.12,Essential,,,
31-9091.00,Dental Assistants,Writing,3.0,3.0,Essential,,,
31-9092.00,Medical Assistants,Active Learning,3.25,3.38,Essential,,,
31-9092.00,Medical Assistants,Active Listening,3.88,3.88,Essential,,,
31-9092.00,Medical Assistants,Critical Thinking,3.62,3.62,Essential,,,
31-9092.00,Medical Assistants,Learning Strategies,3.12,3.12,Essential,,,
31-9092.00,Medical Assistants,Mathematics,2.62,2.62,Essential,,,
31-9092.00,Medical Assistants,Monitoring,3.5,3.5,Essential,,,
31-9092.00,Medical Assistants,Reading Comprehension,3.75,4.0,Essential,,,
31-9092.00,Medical Assistants,Science,2.62,2.25,Essential,,,
31-9092.00,Medical Assistants,Speaking,3.88,4.0,Essential,,,
31-9092.00,Medical Assistants,Writing,3.38,3.25,Essential,,,
31-9093.00,Medical Equipment Preparers,Active Learning,3.0,3.0,Essential,,,
31-9093.00,Medical Equipment Preparers,Active Listening,3.25,3.0,Essential,,,
31-9093.00,Medical Equipment Preparers,Critical Thinking,3.5,2.88,Essential,,,
31-9093.00,Medical Equipment Preparers,Learning Strategies,2.75,2.62,Essential,,,
31-9093.00,Medical Equipment Preparers,Mathematics,2.25,2.25,Essential,,,
31-9093.00,Medical Equipment Preparers,Monitoring,3.38,3.0,Essential,,,
31-9093.00,Medical Equipment Preparers,Reading Comprehension,3.12,2.88,Essential,,,
31-9093.00,Medical Equipment Preparers,Science,1.88,1.0,Essential,,,
31-9093.00,Medical Equipment Preparers,Speaking,3.12,2.75,Essential,,,
31-9093.00,Medical Equipment Preparers,Writing,2.88,2.75,Essential,,,
31-9094.00,Medical Transcriptionists,Active Learning,2.88,2.88,Essential,,,
31-9094.00,Medical Transcriptionists,Active Listening,4.12,4.12,Essential,,,
31-9094.00,Medical Transcriptionists,Critical Thinking,3.0,3.12,Essential,,,
31-9094.00,Medical Transcriptionists,Learning Strategies,2.12,2.12,Essential,,,
31-9094.00,Medical Transcriptionists,Mathematics,1.75,1.0,Essential,,,
31-9094.00,Medical Transcriptionists,Monitoring,3.12,2.88,Essential,,,
31-9094.00,Medical Transcriptionists,Reading Comprehension,4.0,4.0,Essential,,,
31-9094.00,Medical Transcriptionists,Science,1.5,0.62,Essential,,,
31-9094.00,Medical Transcriptionists,Speaking,3.0,3.12,Essential,,,
31-9094.00,Medical Transcriptionists,Writing,3.88,3.62,Essential,,,
31-9095.00,Pharmacy Aides,Active Learning,2.88,2.5,Essential,,,
31-9095.00,Pharmacy Aides,Active Listening,3.5,3.0,Essential,,,
31-9095.00,Pharmacy Aides,Critical Thinking,3.0,2.88,Essential,,,
31-9095.00,Pharmacy Aides,Learning Strategies,2.5,2.25,Essential,,,
31-9095.00,Pharmacy Aides,Mathematics,2.5,2.38,Essential,,,
31-9095.00,Pharmacy Aides,Monitoring,2.75,2.62,Essential,,,
31-9095.00,Pharmacy Aides,Reading Comprehension,3.25,3.25,Essential,,,
31-9095.00,Pharmacy Aides,Science,1.5,0.5,Essential,,,
31-9095.00,Pharmacy Aides,Speaking,3.38,2.88,Essential,,,
31-9095.00,Pharmacy Aides,Writing,2.75,2.5,Essential,,,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Active Learning,2.88,3.0,Essential,,,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Active Listening,3.5,3.25,Essential,,,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Critical Thinking,3.25,3.12,Essential,,,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Learning Strategies,2.12,2.12,Essential,,,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Mathematics,2.75,2.62,Essential,,,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Monitoring,3.12,3.12,Essential,,,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Reading Comprehension,3.12,3.12,Essential,,,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Science,2.62,2.38,Essential,,,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Speaking,3.0,3.0,Essential,,,
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Writing,3.12,3.25,Essential,,,
31-9097.00,Phlebotomists,Active Learning,3.0,3.0,Essential,,,
31-9097.00,Phlebotomists,Active Listening,3.25,3.5,Essential,,,
31-9097.00,Phlebotomists,Critical Thinking,3.25,3.25,Essential,,,
31-9097.00,Phlebotomists,Learning Strategies,3.0,3.12,Essential,,,
31-9097.00,Phlebotomists,Mathematics,2.0,2.12,Essential,,,
31-9097.00,Phlebotomists,Monitoring,3.12,3.0,Essential,,,
31-9097.00,Phlebotomists,Reading Comprehension,3.12,3.5,Essential,,,
31-9097.00,Phlebotomists,Science,2.25,2.12,Essential,,,
31-9097.00,Phlebotomists,Speaking,3.5,3.62,Essential,,,
31-9097.00,Phlebotomists,Writing,3.0,3.0,Essential,,,
31-9099.01,Speech-Language Pathology Assistants,Active Learning,3.12,3.12,Essential,,,
31-9099.01,Speech-Language Pathology Assistants,Active Listening,4.0,4.0,Essential,,,
31-9099.01,Speech-Language Pathology Assistants,Critical Thinking,3.12,3.62,Essential,,,
31-9099.01,Speech-Language Pathology Assistants,Learning Strategies,3.0,3.5,Essential,,,
31-9099.01,Speech-Language Pathology Assistants,Mathematics,2.0,1.88,Essential,,,
31-9099.01,Speech-Language Pathology Assistants,Monitoring,3.38,3.62,Essential,,,
31-9099.01,Speech-Language Pathology Assistants,Reading Comprehension,3.75,4.0,Essential,,,
31-9099.01,Speech-Language Pathology Assistants,Science,2.0,1.62,Essential,,,
31-9099.01,Speech-Language Pathology Assistants,Speaking,3.75,3.88,Essential,,,
31-9099.01,Speech-Language Pathology Assistants,Writing,3.12,3.25,Essential,,,
31-9099.02,Endoscopy Technicians,Active Learning,3.12,3.25,Essential,,,
31-9099.02,Endoscopy Technicians,Active Listening,3.62,3.38,Essential,,,
31-9099.02,Endoscopy Technicians,Critical Thinking,3.38,3.12,Essential,,,
31-9099.02,Endoscopy Technicians,Learning Strategies,2.75,2.5,Essential,,,
31-9099.02,Endoscopy Technicians,Mathematics,2.0,2.0,Essential,,,
31-9099.02,Endoscopy Technicians,Monitoring,3.12,3.12,Essential,,,
31-9099.02,Endoscopy Technicians,Reading Comprehension,3.62,4.0,Essential,,,
31-9099.02,Endoscopy Technicians,Science,1.75,1.25,Essential,,,
31-9099.02,Endoscopy Technicians,Speaking,3.12,3.25,Essential,,,
31-9099.02,Endoscopy Technicians,Writing,3.12,3.0,Essential,,,
33-1011.00,First-Line Supervisors of Correctional Officers,Active Learning,3.25,3.25,Essential,,,
33-1011.00,First-Line Supervisors of Correctional Officers,Active Listening,4.0,4.0,Essential,,,
33-1011.00,First-Line Supervisors of Correctional Officers,Critical Thinking,4.0,4.0,Essential,,,
33-1011.00,First-Line Supervisors of Correctional Officers,Learning Strategies,3.12,3.12,Essential,,,
33-1011.00,First-Line Supervisors of Correctional Officers,Mathematics,2.12,2.0,Essential,,,
33-1011.00,First-Line Supervisors of Correctional Officers,Monitoring,4.0,4.25,Essential,,,
33-1011.00,First-Line Supervisors of Correctional Officers,Reading Comprehension,3.75,4.0,Essential,,,
33-1011.00,First-Line Supervisors of Correctional Officers,Science,1.5,0.5,Essential,,,
33-1011.00,First-Line Supervisors of Correctional Officers,Speaking,3.88,4.0,Essential,,,
33-1011.00,First-Line Supervisors of Correctional Officers,Writing,3.5,3.62,Essential,,,
33-1012.00,First-Line Supervisors of Police and Detectives,Active Learning,3.88,4.0,Essential,,,
33-1012.00,First-Line Supervisors of Police and Detectives,Active Listening,4.0,4.0,Essential,,,
33-1012.00,First-Line Supervisors of Police and Detectives,Critical Thinking,4.0,4.0,Essential,,,
33-1012.00,First-Line Supervisors of Police and Detectives,Learning Strategies,3.75,4.0,Essential,,,
33-1012.00,First-Line Supervisors of Police and Detectives,Mathematics,2.38,2.5,Essential,,,
33-1012.00,First-Line Supervisors of Police and Detectives,Monitoring,4.0,4.0,Essential,,,
33-1012.00,First-Line Supervisors of Police and Detectives,Reading Comprehension,4.0,4.0,Essential,,,
33-1012.00,First-Line Supervisors of Police and Detectives,Science,1.5,0.5,Essential,,,
33-1012.00,First-Line Supervisors of Police and Detectives,Speaking,4.0,4.0,Essential,,,
33-1012.00,First-Line Supervisors of Police and Detectives,Writing,3.75,4.0,Essential,,,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Active Learning,3.25,3.25,Essential,,,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Active Listening,4.0,4.0,Essential,,,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Critical Thinking,3.88,4.0,Essential,,,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Learning Strategies,3.25,3.62,Essential,,,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Mathematics,2.5,2.62,Essential,,,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Monitoring,3.75,3.75,Essential,,,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Reading Comprehension,3.75,3.75,Essential,,,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Science,1.88,1.12,Essential,,,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Speaking,3.88,3.88,Essential,,,
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,Writing,3.25,3.38,Essential,,,
33-1091.00,First-Line Supervisors of Security Workers,Active Learning,3.12,3.0,Essential,,,
33-1091.00,First-Line Supervisors of Security Workers,Active Listening,4.0,3.75,Essential,,,
33-1091.00,First-Line Supervisors of Security Workers,Critical Thinking,3.88,3.88,Essential,,,
33-1091.00,First-Line Supervisors of Security Workers,Learning Strategies,3.0,3.5,Essential,,,
33-1091.00,First-Line Supervisors of Security Workers,Mathematics,2.0,1.75,Essential,,,
33-1091.00,First-Line Supervisors of Security Workers,Monitoring,3.75,3.88,Essential,,,
33-1091.00,First-Line Supervisors of Security Workers,Reading Comprehension,3.88,4.0,Essential,,,
33-1091.00,First-Line Supervisors of Security Workers,Science,1.25,0.25,Essential,,,
33-1091.00,First-Line Supervisors of Security Workers,Speaking,3.88,3.88,Essential,,,
33-1091.00,First-Line Supervisors of Security Workers,Writing,3.62,3.75,Essential,,,
33-2011.00,Firefighters,Active Learning,3.62,3.12,Essential,,,
33-2011.00,Firefighters,Active Listening,3.62,3.25,Essential,,,
33-2011.00,Firefighters,Critical Thinking,3.62,3.75,Essential,,,
33-2011.00,Firefighters,Learning Strategies,2.88,3.0,Essential,,,
33-2011.00,Firefighters,Mathematics,2.38,2.62,Essential,,,
33-2011.00,Firefighters,Monitoring,3.5,3.5,Essential,,,
33-2011.00,Firefighters,Reading Comprehension,3.0,3.12,Essential,,,
33-2011.00,Firefighters,Science,2.0,2.12,Essential,,,
33-2011.00,Firefighters,Speaking,3.5,3.12,Essential,,,
33-2011.00,Firefighters,Writing,2.62,3.12,Essential,,,
33-2021.00,Fire Inspectors and Investigators,Active Learning,3.12,3.12,Essential,,,
33-2021.00,Fire Inspectors and Investigators,Active Listening,3.62,3.62,Essential,,,
33-2021.00,Fire Inspectors and Investigators,Critical Thinking,3.5,3.75,Essential,,,
33-2021.00,Fire Inspectors and Investigators,Learning Strategies,3.0,3.12,Essential,,,
33-2021.00,Fire Inspectors and Investigators,Mathematics,2.5,2.75,Essential,,,
33-2021.00,Fire Inspectors and Investigators,Monitoring,3.25,3.38,Essential,,,
33-2021.00,Fire Inspectors and Investigators,Reading Comprehension,3.38,3.62,Essential,,,
33-2021.00,Fire Inspectors and Investigators,Science,1.88,1.5,Essential,,,
33-2021.00,Fire Inspectors and Investigators,Speaking,3.5,3.88,Essential,,,
33-2021.00,Fire Inspectors and Investigators,Writing,3.5,3.62,Essential,,,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Active Learning,3.0,3.25,Essential,,,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Active Listening,3.62,3.25,Essential,,,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Critical Thinking,4.0,3.88,Essential,,,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Learning Strategies,3.12,3.12,Essential,,,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Mathematics,2.12,2.38,Essential,,,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Monitoring,3.38,3.38,Essential,,,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Reading Comprehension,3.12,3.38,Essential,,,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Science,1.88,1.75,Essential,,,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Speaking,3.75,3.38,Essential,,,
33-2022.00,Forest Fire Inspectors and Prevention Specialists,Writing,3.12,3.0,Essential,,,
33-3011.00,Bailiffs,Active Learning,2.75,2.12,Essential,,,
33-3011.00,Bailiffs,Active Listening,3.25,3.12,Essential,,,
33-3011.00,Bailiffs,Critical Thinking,3.0,3.12,Essential,,,
33-3011.00,Bailiffs,Learning Strategies,2.12,2.0,Essential,,,
33-3011.00,Bailiffs,Mathematics,1.5,0.75,Essential,,,
33-3011.00,Bailiffs,Monitoring,3.38,3.25,Essential,,,
33-3011.00,Bailiffs,Reading Comprehension,2.88,2.88,Essential,,,
33-3011.00,Bailiffs,Science,1.0,0.0,Essential,,,
33-3011.00,Bailiffs,Speaking,3.38,3.0,Essential,,,
33-3011.00,Bailiffs,Writing,2.25,2.25,Essential,,,
33-3012.00,Correctional Officers and Jailers,Active Learning,3.25,3.12,Essential,,,
33-3012.00,Correctional Officers and Jailers,Active Listening,4.0,3.5,Essential,,,
33-3012.00,Correctional Officers and Jailers,Critical Thinking,3.75,3.62,Essential,,,
33-3012.00,Correctional Officers and Jailers,Learning Strategies,3.0,3.0,Essential,,,
33-3012.00,Correctional Officers and Jailers,Mathematics,2.0,2.0,Essential,,,
33-3012.00,Correctional Officers and Jailers,Monitoring,4.0,3.75,Essential,,,
33-3012.00,Correctional Officers and Jailers,Reading Comprehension,3.62,3.62,Essential,,,
33-3012.00,Correctional Officers and Jailers,Science,1.38,0.38,Essential,,,
33-3012.00,Correctional Officers and Jailers,Speaking,3.88,3.5,Essential,,,
33-3012.00,Correctional Officers and Jailers,Writing,3.0,3.0,Essential,,,
33-3021.00,Detectives and Criminal Investigators,Active Learning,3.75,3.62,Essential,,,
33-3021.00,Detectives and Criminal Investigators,Active Listening,4.5,4.5,Essential,,,
33-3021.00,Detectives and Criminal Investigators,Critical Thinking,4.12,4.12,Essential,,,
33-3021.00,Detectives and Criminal Investigators,Learning Strategies,2.88,3.0,Essential,,,
33-3021.00,Detectives and Criminal Investigators,Mathematics,2.0,1.88,Essential,,,
33-3021.00,Detectives and Criminal Investigators,Monitoring,3.62,3.5,Essential,,,
33-3021.00,Detectives and Criminal Investigators,Reading Comprehension,4.0,4.12,Essential,,,
33-3021.00,Detectives and Criminal Investigators,Science,1.62,0.88,Essential,,,
33-3021.00,Detectives and Criminal Investigators,Speaking,4.25,4.12,Essential,,,
33-3021.00,Detectives and Criminal Investigators,Writing,3.75,4.0,Essential,,,
33-3021.02,Police Identification and Records Officers,Active Learning,3.0,3.0,Essential,,,
33-3021.02,Police Identification and Records Officers,Active Listening,3.88,3.88,Essential,,,
33-3021.02,Police Identification and Records Officers,Critical Thinking,3.75,3.88,Essential,,,
33-3021.02,Police Identification and Records Officers,Learning Strategies,2.75,3.0,Essential,,,
33-3021.02,Police Identification and Records Officers,Mathematics,2.0,2.0,Essential,,,
33-3021.02,Police Identification and Records Officers,Monitoring,3.0,3.0,Essential,,,
33-3021.02,Police Identification and Records Officers,Reading Comprehension,3.75,4.0,Essential,,,
33-3021.02,Police Identification and Records Officers,Science,1.75,1.0,Essential,,,
33-3021.02,Police Identification and Records Officers,Speaking,3.88,3.88,Essential,,,
33-3021.02,Police Identification and Records Officers,Writing,3.25,3.25,Essential,,,
33-3021.06,Intelligence Analysts,Active Learning,3.62,4.0,Essential,,,
33-3021.06,Intelligence Analysts,Active Listening,4.12,4.12,Essential,,,
33-3021.06,Intelligence Analysts,Critical Thinking,4.0,4.38,Essential,,,
33-3021.06,Intelligence Analysts,Learning Strategies,3.0,3.0,Essential,,,
33-3021.06,Intelligence Analysts,Mathematics,2.75,2.88,Essential,,,
33-3021.06,Intelligence Analysts,Monitoring,3.25,3.38,Essential,,,
33-3021.06,Intelligence Analysts,Reading Comprehension,4.25,4.88,Essential,,,
33-3021.06,Intelligence Analysts,Science,1.88,1.75,Essential,,,
33-3021.06,Intelligence Analysts,Speaking,4.0,4.12,Essential,,,
33-3021.06,Intelligence Analysts,Writing,4.0,4.0,Essential,,,
33-3031.00,Fish and Game Wardens,Active Learning,3.0,3.38,Essential,,,
33-3031.00,Fish and Game Wardens,Active Listening,3.75,4.0,Essential,,,
33-3031.00,Fish and Game Wardens,Critical Thinking,3.75,3.88,Essential,,,
33-3031.00,Fish and Game Wardens,Learning Strategies,2.62,2.75,Essential,,,
33-3031.00,Fish and Game Wardens,Mathematics,2.38,2.5,Essential,,,
33-3031.00,Fish and Game Wardens,Monitoring,3.12,3.38,Essential,,,
33-3031.00,Fish and Game Wardens,Reading Comprehension,3.75,4.0,Essential,,,
33-3031.00,Fish and Game Wardens,Science,2.38,2.38,Essential,,,
33-3031.00,Fish and Game Wardens,Speaking,3.88,3.88,Essential,,,
33-3031.00,Fish and Game Wardens,Writing,3.12,3.38,Essential,,,
33-3041.00,Parking Enforcement Workers,Active Learning,2.62,2.38,Essential,,,
33-3041.00,Parking Enforcement Workers,Active Listening,3.0,2.88,Essential,,,
33-3041.00,Parking Enforcement Workers,Critical Thinking,3.0,3.0,Essential,,,
33-3041.00,Parking Enforcement Workers,Learning Strategies,2.12,2.0,Essential,,,
33-3041.00,Parking Enforcement Workers,Mathematics,1.88,1.62,Essential,,,
33-3041.00,Parking Enforcement Workers,Monitoring,3.12,3.0,Essential,,,
33-3041.00,Parking Enforcement Workers,Reading Comprehension,2.88,2.88,Essential,,,
33-3041.00,Parking Enforcement Workers,Science,1.0,0.0,Essential,,,
33-3041.00,Parking Enforcement Workers,Speaking,3.12,3.0,Essential,,,
33-3041.00,Parking Enforcement Workers,Writing,2.75,2.25,Essential,,,
33-3051.00,Police and Sheriff's Patrol Officers,Active Learning,3.88,3.25,Essential,,,
33-3051.00,Police and Sheriff's Patrol Officers,Active Listening,4.12,4.0,Essential,,,
33-3051.00,Police and Sheriff's Patrol Officers,Critical Thinking,3.88,4.0,Essential,,,
33-3051.00,Police and Sheriff's Patrol Officers,Learning Strategies,2.75,3.0,Essential,,,
33-3051.00,Police and Sheriff's Patrol Officers,Mathematics,2.0,2.25,Essential,,,
33-3051.00,Police and Sheriff's Patrol Officers,Monitoring,3.25,3.62,Essential,,,
33-3051.00,Police and Sheriff's Patrol Officers,Reading Comprehension,3.75,3.88,Essential,,,
33-3051.00,Police and Sheriff's Patrol Officers,Science,1.38,0.38,Essential,,,
33-3051.00,Police and Sheriff's Patrol Officers,Speaking,3.88,3.88,Essential,,,
33-3051.00,Police and Sheriff's Patrol Officers,Writing,3.12,3.75,Essential,,,
33-3051.04,Customs and Border Protection Officers,Active Learning,3.38,3.12,Essential,,,
33-3051.04,Customs and Border Protection Officers,Active Listening,4.0,4.0,Essential,,,
33-3051.04,Customs and Border Protection Officers,Critical Thinking,4.0,3.88,Essential,,,
33-3051.04,Customs and Border Protection Officers,Learning Strategies,2.62,2.88,Essential,,,
33-3051.04,Customs and Border Protection Officers,Mathematics,2.25,2.12,Essential,,,
33-3051.04,Customs and Border Protection Officers,Monitoring,3.62,3.75,Essential,,,
33-3051.04,Customs and Border Protection Officers,Reading Comprehension,3.88,3.88,Essential,,,
33-3051.04,Customs and Border Protection Officers,Science,1.88,1.12,Essential,,,
33-3051.04,Customs and Border Protection Officers,Speaking,4.0,4.0,Essential,,,
33-3051.04,Customs and Border Protection Officers,Writing,3.62,3.75,Essential,,,
33-3052.00,Transit and Railroad Police,Active Learning,3.25,3.0,Essential,,,
33-3052.00,Transit and Railroad Police,Active Listening,4.0,3.25,Essential,,,
33-3052.00,Transit and Railroad Police,Critical Thinking,3.88,3.38,Essential,,,
33-3052.00,Transit and Railroad Police,Learning Strategies,2.88,3.25,Essential,,,
33-3052.00,Transit and Railroad Police,Mathematics,2.0,2.0,Essential,,,
33-3052.00,Transit and Railroad Police,Monitoring,3.38,3.5,Essential,,,
33-3052.00,Transit and Railroad Police,Reading Comprehension,3.12,3.25,Essential,,,
33-3052.00,Transit and Railroad Police,Science,1.12,0.12,Essential,,,
33-3052.00,Transit and Railroad Police,Speaking,4.0,3.88,Essential,,,
33-3052.00,Transit and Railroad Police,Writing,3.25,3.0,Essential,,,
33-9011.00,Animal Control Workers,Active Learning,2.88,2.88,Essential,,,
33-9011.00,Animal Control Workers,Active Listening,3.75,3.25,Essential,,,
33-9011.00,Animal Control Workers,Critical Thinking,3.5,3.5,Essential,,,
33-9011.00,Animal Control Workers,Learning Strategies,2.75,2.75,Essential,,,
33-9011.00,Animal Control Workers,Mathematics,2.0,1.0,Essential,,,
33-9011.00,Animal Control Workers,Monitoring,3.0,3.0,Essential,,,
33-9011.00,Animal Control Workers,Reading Comprehension,3.0,3.0,Essential,,,
